word,part_of_speech,class,definition_en,definition_sn,example_sentence,synonyms,antonyms,source
muti,noun,Class 3,tree; medicine; herb,chirimwa chine hunde yematanda nematavi makuru,,,,"Wiktionary, Elliott 1897"
mutobvu,noun,,lead,,,,,Wiktionary
mutsvanzva,noun,Class 3,sourplum (),,,,,Wiktionary
mutsvanzvabere,noun,Class 3,tallowwood (Ximenia americana),,,,,Wiktionary
mutumba,noun,Class 3,a type of very large drum,,,,,Wiktionary
mutyairi,noun,Class 1,driver,,,,,Wiktionary
muvaravandi,noun,Class 1,Person who acts secretly,,,,,Wiktionary
muverengi,noun,Class 1,reader,,,,,Wiktionary
muvhakacho,noun,Class 3,holiday,,,,,Wiktionary
muviri,noun,Class 3,body,,,,,Wiktionary
muwayawaya,noun,Class 3,round-leaved bloodwood (),,,,,Wiktionary
muzukuru,noun,Class 1,grandchild,,,,,Wiktionary
muzvcazi,noun,,Milky Way (in Chingova); Galaxy (possible use in Standard Shona),,,,,Wiktionary
mvura,noun,Class 9,water; rain,mutuvi unonwiwa usina munyu unotsvitsa chirwere kana kusvibisa usina kuchena,,,,"Wiktionary, Elliott 1897"
mvuu,noun,Class 9,hippopotamus,,,,,Wiktionary
kumwa,verb,,#,,,,,Wiktionary
mwaka,noun,Class 3,season,,,,,Wiktionary
mwe,adjective,,"one; other, another",,,,,Wiktionary
mwedzi,noun,Class 3,moon; month,chinhu chinopenya mudenga usiku chinotungamira nguva,,,,"Wiktionary, Elliott 1897"
mwoto,noun,Class 3,fire,,,,,Wiktionary
mwoyo,noun,,heart,,,,,Wiktionary
nanga,noun,Class 9,"witch doctor, medicine man",,,,,Wiktionary
nombe,noun,Class 9,#,,,,,Wiktionary
kunwa,verb,,#; to drink,kuisa zvinoyerera mukanwa uchimedza mudumbu,,,,"Wiktionary, Elliott 1897"
na,adjective,,four,,,,,Wiktionary
nachisi,noun,Class 5,"tangerine, mandarin, naartjie",,,,,Wiktionary
nanazi,noun,Class 5,pineapple,,,,,Wiktionary
ndarama,noun,Class 9,"precious metal, gold",,,,,Wiktionary
ndebvu,noun,Class 9,beard,,,,,Wiktionary
ndege,noun,Class 9,"aeroplane, airplane, aircraft",,,,,Wiktionary
ndi-,unknown,,I,,,,,Wiktionary
ndimu,noun,Class 9,lemon,,,,,Wiktionary
ndoto,noun,,dream; fantasy,,,,,Wiktionary
ngamera,noun,Class 9,camel,,,,,Wiktionary
ngani,adjective,,"how much, how many",,,,,Wiktionary
ngano,noun,,"folklore, fable, fantasy; story",,,,,Wiktionary
ngarava,noun,Class 9,ship,,,,,Wiktionary
ngoma,noun,Class 9,drum,,,,,Wiktionary
nguruve,noun,Class 9,pig,,,,,Wiktionary
ngurwana,noun,Class 9,piglet,,,,,Wiktionary
nguva,noun,Class 9,time,,,,,Wiktionary
ngwe,noun,Class 9,#,,,,,Wiktionary
ngwena,noun,Class 9,crocodile,,,,,Wiktionary
nhambo,noun,Class 9,time,,,,,Wiktionary
nhanga,noun,Class 9,pumpkin,,,,,Wiktionary
nhauro,noun,,"subject; topic; story, news",,,,,Wiktionary
nhondo,noun,Class 9,#,,,,,Wiktionary
nhoro,noun,Class 9,kudu,,,,,Wiktionary
nhoroondo,noun,,history,,,,,Wiktionary
njanji,noun,Class 9,railway,,,,,Wiktionary
njuma,noun,Class 9,poll,,,,,Wiktionary
nomwe,adjective,,seven,,,,,Wiktionary
nondo,noun,Class 9,tsessebe }},,,,,Wiktionary
nyama,noun,Class 9,meat,,,,,Wiktionary
nyambo,noun,,story; tales; jokes,,,,,Wiktionary
nyanza,noun,Class 9,"lake; ocean, sea",,,,,Wiktionary
kunyarara,verb,,"be quiet, be silent; be peaceful",,,,,Wiktionary
nyati,noun,Class 9,buffalo,,,,,Wiktionary
nyaya,noun,,story; conversation; news,,,,,Wiktionary
kunyenga,verb,,"woo, court; gain favor with someone; have sex",,,,,Wiktionary
nyenyedzi,noun,Class 9,star,,,,,Wiktionary
nyeredzi,noun,Class 9,#,,,,,Wiktionary
nyoka,noun,Class 9,snake,chipuka chinokambaira chisina makumbo chine uturu hunouraya,,,,"Wiktionary, Elliott 1897"
nyuchi,noun,Class 9,bee,,,,,Wiktionary
nyundo,noun,Class 9,hammer,,,,,Wiktionary
nzara,noun,Class 9,hunger; famine,,,,,Wiktionary
nzeve,noun,Class 9,ear,,,,,Wiktionary
nzira,noun,Class 9,path,,,,,Wiktionary
nzou,noun,Class 9,elephant,mhuka hombe yemusango ine mumhino wakareba nemeno emunyanga,,,,"Wiktionary, Elliott 1897"
nzungu,noun,Class 9,groundnut / peanut,,,,,Wiktionary
kuona,verb,,to see; to think; to acquire; to look; to find,kushandisa meso kunzwa kuvepo kwezvinhu,,,,"Wiktionary, Elliott 1897"
onde,noun,Class 5,fig,,,,,Wiktionary
kuoneka,verb,,"# to be seen, to be visible",,,,,Wiktionary
kuonesa,verb,,# to show,,,,,Wiktionary
kuota,verb,,to take warmth from a fire.,,,,,Wiktionary
kupa,verb,,to give,kupa mumwe chinhu pasina mubhadharo,,,,"Wiktionary, Elliott 1897"
pa-,unknown,,.,,,,,Wiktionary
pamhi,adjective,,broad,,,,,Wiktionary
pasi,noun,Class 16,"on the ground; below, down",,,,,Wiktionary
pauzuru,adverb,,"above, high up",,,,,Wiktionary
pfumbamwe,adjective,,nine,,,,,Wiktionary
pfuti,noun,Class 9,gun,,,,,Wiktionary
pungwe,noun,Class 5,#,,,,,Wiktionary
purazi,noun,Class 5,farm,,,,,Wiktionary
kurara,verb,,to sleep,kuzorora usiku kana masikati wakavhara meso pfungwa dzisingashandi,,,,"Wiktionary, Elliott 1897"
refu,adjective,,"long, tall; long; tall",chinhu chinodarika chimwe pakureba kuenda mudenga kana kumberi,,,,"Wiktionary, Elliott 1897"
remoni,noun,Class 5,lemon,,,,,Wiktionary
kurima,verb,,cultivate,,,,,Wiktionary
rize,noun,Class 5,scorpion,,,,,Wiktionary
rokwe,noun,Class 5,dress,,,,,Wiktionary
ropa,noun,,blood,,,,,Wiktionary
kurota,verb,,dream,,,,,Wiktionary
roto,noun,,dream,,,,,Wiktionary
ru-,unknown,,===Etymology=== From . ===Prefix=== #,,,,,Wiktionary
rugare,noun,,peace,,,,,Wiktionary
rukodzi,noun,,"bird of prey, hawk",,,,,Wiktionary
rukuni,noun,,piece of firewood,,,,,Wiktionary
runyararo,noun,,peace,,,,,Wiktionary
ruoko,noun,Class 11,arm; hand,nhengo yemuviri kubva pabendekete kusvika kumimwe,,,,"Wiktionary, Elliott 1897"
rurimi,noun,Class 11,tongue; language,nhengo iri mukanwa inoshandiswa kutaura nekunzwira kunaka kwechikafu,,,,"Wiktionary, Elliott 1897"
ruva,noun,Class 5,flower,,,,,Wiktionary
kurwa,verb,,to fight,,,,,Wiktionary
sadza,noun,,nshima,,,,,Wiktionary
kuseka,verb,,laugh (at); to laugh,kuburitsa inzwi rekufara meso akavhurika miromo yakamwemwera,,,,"Wiktionary, Elliott 1897"
sere,adjective,,eight,,,,,Wiktionary
shanu,adjective,,five,,,,,Wiktionary
shava,adjective,,(light) brown,,,,,Wiktionary
shoma,adjective,,"few, little",,,,,Wiktionary
shuga,noun,Class 9,sugar,,,,,Wiktionary
shumba,noun,Class 9,lion,mhuka yemusango ine hukasha inodya nyama uye ine bopo,,,,"Wiktionary, Elliott 1897"
shwa,noun,Class 9,#,,,,,Wiktionary
kusimba,verb,,be strong; be powerful,,,,,Wiktionary
simbi,noun,Class 9,iron; metal,,,,,Wiktionary
sipo,noun,Class 9,soap,,,,,Wiktionary
siraha,noun,Class 9,"slaughterhouse, butcher's shop",,,,,Wiktionary
sirivha,noun,Class 9,silver,,,,,Wiktionary
sumburera,noun,Class 5,umbrella,,,,,Wiktionary
svo,noun,Class 9,#,,,,,Wiktionary
tafura,noun,Class 9,table,,,,,Wiktionary
tanhatu,adjective,,six,,,,,Wiktionary
tatu,adjective,,three,,,,,Wiktionary
taundi,noun,Class 5,town,,,,,Wiktionary
teburu,noun,Class 9,table,,,,,Wiktionary
tema,adjective,,black; dark,ruvara rwakasviba rwakafanana nemarasha,,,,"Wiktionary, Elliott 1897"
tenesi,noun,Class 9,"tennis ball; sneaker, tennis shoe",,,,,Wiktionary
tete,adjective,,thin; narrow,,,,,Wiktionary
toki,noun,Class 9,turkey,,,,,Wiktionary
tsaru,adjective,,old; worn-out,chinhu chakasakara chakashandiswa kwenguva refu,,,,"Wiktionary, Elliott 1897"
tsotsi,noun,Class 5,"criminal, thug, gangster, hooligan, hoodlum",,,,,Wiktionary
tsva,adjective,,new; fresh,chinhu chisina kumboshandiswa kana chitsva chichangoburwa,,,,"Wiktionary, Elliott 1897"
tsvigiri,noun,Class 9,sugar,,,,,Wiktionary
tsvo,noun,Class 9,#,,,,,Wiktionary
tsvuku,adjective,,red,ruvara runoita seropa kana moto wakatsva,,,,"Wiktionary, Elliott 1897"
tu-,unknown,,.,,,,,Wiktionary
twana,noun,Class 9,caracal,,,,,Wiktionary
kutyaira,verb,,drive,,,,,Wiktionary
tyava,noun,Class 9,whip,,,,,Wiktionary
u-,unknown,,.,,,,,Wiktionary
ukuru,noun,,greatness,,,,,Wiktionary
kuumba,verb,,"to mould, shape",,,,,Wiktionary
unga,noun,,gunpowder,,,,,Wiktionary
kuuraya,verb,,to kill,kubvisa upenyu hwechisikwa chipi zvacho,,,,"Wiktionary, Elliott 1897"
usiku,noun,Class 14,night; nighttime,,,,,Wiktionary
va-,unknown,,.,,,,,Wiktionary
kuvaravanda,verb,,to act secretly; # to keep oneself hidden,,,,,Wiktionary
kuverenga,verb,,to count; # to compute; to read,kududzira mabhii akanyorwa pabepa kana kutsvaga huwandu hwezvinhu,,,,"Wiktionary, Elliott 1897"
kuvhara,verb,,"close, shut",,,,,Wiktionary
vhiki,noun,Class 9,week,,,,,Wiktionary
vhiri,noun,Class 5,wheel,,,,,Wiktionary
kuvira,verb,,to boil,,,,,Wiktionary
viri,adjective,,two,,,,,Wiktionary
vusiku,noun,,"night (in two Shona languages, Karanga and Ndau language).; nighttime",,,,,Wiktionary
windo,noun,Class 5,window,,,,,Wiktionary
zai,noun,Class 5,egg,,,,,Wiktionary
zamu,noun,Class 5,breast,,,,,Wiktionary
zana,noun,Class 5,hundred,,,,,Wiktionary
zanda,noun,Class 5,egg,,,,,Wiktionary
zhara,noun,Class 9,#,,,,,Wiktionary
zhinji,adjective,,"much, many",,,,,Wiktionary
zhou,noun,Class 9,#,,,,,Wiktionary
zino,noun,Class 5,tooth,,,,,Wiktionary
ziso,noun,Class 5,eye,,,,,Wiktionary
kuziva,verb,,to know; to be acquainted with,,,,,Wiktionary
zuva,noun,Class 5,sun; day,zuva rinopenya mudenga richipa chiedza nekupisa; nguva kubva mangwanani kusvika manheru,,,,"Wiktionary, Elliott 1897"
kuzvara,verb,,to bear,,,,,Wiktionary
zvi-,unknown,,"===Etymology=== From , plus augment. Originally the pronominal and verbal concord, it displaced the older Bantu noun prefix . The tone was lowered by analogy with other noun prefixes. ===Prefix=== #",,,,,Wiktionary
kuzvimba,verb,,to swell,,,,,Wiktionary
zviroto,noun,,dreams; fantasies,,,,,Wiktionary
ndi,unknown,,Swadesh Concept: I,,,,,Wiktionary Swadesh
ini,unknown,,Swadesh Concept: I,,,,,Wiktionary Swadesh
iwe,unknown,,Swadesh Concept: you (sing),,,,,Wiktionary Swadesh
ti,unknown,,Swadesh Concept: we,,,,,Wiktionary Swadesh
imi,unknown,,Swadesh Concept: you (pl),,,,,Wiktionary Swadesh
va,unknown,,Swadesh Concept: they,,,,,Wiktionary Swadesh
ino,unknown,,Swadesh Concept: this,,,,,Wiktionary Swadesh
iyo,unknown,,Swadesh Concept: that,,,,,Wiktionary Swadesh
pano,unknown,,Swadesh Concept: here,,,,,Wiktionary Swadesh
apo,unknown,,Swadesh Concept: there,,,,,Wiktionary Swadesh
ani,unknown,,Swadesh Concept: who,,,,,Wiktionary Swadesh
chii,unknown,,Swadesh Concept: what,,,,,Wiktionary Swadesh
kupi,unknown,,Swadesh Concept: where,,,,,Wiktionary Swadesh
rini,unknown,,Swadesh Concept: when,,,,,Wiktionary Swadesh
sei,unknown,,Swadesh Concept: how,,,,,Wiktionary Swadesh
-ngani,unknown,,Swadesh Concept: how,,,,,Wiktionary Swadesh
kwete,unknown,,Swadesh Concept: not,,,,,Wiktionary Swadesh
ese,unknown,,Swadesh Concept: all,,,,,Wiktionary Swadesh
zhinji,unknown,,Swadesh Concept: many,,,,,Wiktionary Swadesh
amwe,unknown,,Swadesh Concept: some,,,,,Wiktionary Swadesh
shoma,unknown,,Swadesh Concept: few,,,,,Wiktionary Swadesh
imwe,unknown,,Swadesh Concept: other,,,,,Wiktionary Swadesh
motsi,unknown,,Swadesh Concept: one,,,,,Wiktionary Swadesh
piri,unknown,,Swadesh Concept: two,,,,,Wiktionary Swadesh
tatu,unknown,,Swadesh Concept: three,,,,,Wiktionary Swadesh
china,unknown,,Swadesh Concept: four,,,,,Wiktionary Swadesh
shanu,unknown,,Swadesh Concept: five,,,,,Wiktionary Swadesh
-hombe,unknown,,Swadesh Concept: big,,,,,Wiktionary Swadesh
-reba,unknown,,Swadesh Concept: long,,,,,Wiktionary Swadesh
-fara,unknown,,Swadesh Concept: wide,,,,,Wiktionary Swadesh
-kora,unknown,,Swadesh Concept: thick,,,,,Wiktionary Swadesh
-rema,unknown,,Swadesh Concept: heavy,,,,,Wiktionary Swadesh
-diki,unknown,,Swadesh Concept: small,,,,,Wiktionary Swadesh
-pfupi,unknown,,Swadesh Concept: short,,,,,Wiktionary Swadesh
-dete,unknown,,Swadesh Concept: narrow,,,,,Wiktionary Swadesh
-nhete,unknown,,Swadesh Concept: narrow,,,,,Wiktionary Swadesh
-sunhu,unknown,,Swadesh Concept: narrow,,,,,Wiktionary Swadesh
-onda,unknown,,Swadesh Concept: thin,,,,,Wiktionary Swadesh
mukadzi,unknown,,Swadesh Concept: woman,,,,,Wiktionary Swadesh
murume,unknown,,Swadesh Concept: man; Swadesh Concept: husband,,,,,Wiktionary Swadesh
munhu,unknown,,Swadesh Concept: human,,,,,Wiktionary Swadesh
mwana,unknown,,Swadesh Concept: child,,,,,Wiktionary Swadesh
mudzimai,unknown,,Swadesh Concept: wife,,,,,Wiktionary Swadesh
amai,unknown,,Swadesh Concept: mother,,,,,Wiktionary Swadesh
baba,unknown,,Swadesh Concept: father,,,,,Wiktionary Swadesh
mhuka,unknown,,Swadesh Concept: animal,,,,,Wiktionary Swadesh
hove,unknown,,Swadesh Concept: fish,,,,,Wiktionary Swadesh
shiri,unknown,,Swadesh Concept: bird,,,,,Wiktionary Swadesh
nyana young bird,unknown,,Swadesh Concept: bird,,,,,Wiktionary Swadesh
imbwa,unknown,,Swadesh Concept: dog,,,,,Wiktionary Swadesh
inda,unknown,,Swadesh Concept: louse,,,,,Wiktionary Swadesh
nyoka,unknown,,Swadesh Concept: snake,,,,,Wiktionary Swadesh
gonye,unknown,,Swadesh Concept: worm,,,,,Wiktionary Swadesh
muti,unknown,,Swadesh Concept: tree,,,,,Wiktionary Swadesh
sango,unknown,,Swadesh Concept: forest,,,,,Wiktionary Swadesh
rutanda,unknown,,Swadesh Concept: stick,,,,,Wiktionary Swadesh
muchero,unknown,,Swadesh Concept: fruit,,,,,Wiktionary Swadesh
mhodzi,unknown,,Swadesh Concept: seed,,,,,Wiktionary Swadesh
mbeu,unknown,,Swadesh Concept: seed,,,,,Wiktionary Swadesh
shizha,unknown,,Swadesh Concept: leaf,,,,,Wiktionary Swadesh
mudzi,unknown,,Swadesh Concept: root,,,,,Wiktionary Swadesh
gwati,unknown,,Swadesh Concept: bark (tree),,,,,Wiktionary Swadesh
ruva,unknown,,Swadesh Concept: flower,,,,,Wiktionary Swadesh
uswa,unknown,,Swadesh Concept: grass,,,,,Wiktionary Swadesh
tambo,unknown,,Swadesh Concept: rope,,,,,Wiktionary Swadesh
ganda,unknown,,Swadesh Concept: skin,,,,,Wiktionary Swadesh
nyama,unknown,,Swadesh Concept: meat,,,,,Wiktionary Swadesh
ropa,unknown,,Swadesh Concept: blood,,,,,Wiktionary Swadesh
bvupa,unknown,,Swadesh Concept: bone,,,,,Wiktionary Swadesh
mafuta,unknown,,Swadesh Concept: fat (n.),,,,,Wiktionary Swadesh
zai,unknown,,Swadesh Concept: egg,,,,,Wiktionary Swadesh
nyanga,unknown,,Swadesh Concept: horn,,,,,Wiktionary Swadesh
muswe,unknown,,Swadesh Concept: tail,,,,,Wiktionary Swadesh
nhenga,unknown,,Swadesh Concept: feather,,,,,Wiktionary Swadesh
vhudzi,unknown,,Swadesh Concept: hair,,,,,Wiktionary Swadesh
mvere wool,unknown,,Swadesh Concept: hair,,,,,Wiktionary Swadesh
musoro,unknown,,Swadesh Concept: head,,,,,Wiktionary Swadesh
nzeve,unknown,,Swadesh Concept: ear,,,,,Wiktionary Swadesh
ziso,unknown,,Swadesh Concept: eye,,,,,Wiktionary Swadesh
mhuno,unknown,,Swadesh Concept: nose,,,,,Wiktionary Swadesh
muromo,unknown,,Swadesh Concept: mouth,,,,,Wiktionary Swadesh
mukanwa,unknown,,Swadesh Concept: mouth,,,,,Wiktionary Swadesh
zino,unknown,,Swadesh Concept: tooth,,,,,Wiktionary Swadesh
rurimi,unknown,,Swadesh Concept: tongue,,,,,Wiktionary Swadesh
nzara,unknown,,Swadesh Concept: fingernail,,,,,Wiktionary Swadesh
tsoka,unknown,,Swadesh Concept: foot,,,,,Wiktionary Swadesh
gumbo,unknown,,Swadesh Concept: leg,,,,,Wiktionary Swadesh
ibvi,unknown,,Swadesh Concept: knee,,,,,Wiktionary Swadesh
ruoko,unknown,,Swadesh Concept: hand,,,,,Wiktionary Swadesh
bapiro,unknown,,Swadesh Concept: wing,,,,,Wiktionary Swadesh
dumbu,unknown,,Swadesh Concept: belly,,,,,Wiktionary Swadesh
ura,unknown,,Swadesh Concept: guts,,,,,Wiktionary Swadesh
matumbu,unknown,,Swadesh Concept: guts,,,,,Wiktionary Swadesh
mutsipa,unknown,,Swadesh Concept: neck,,,,,Wiktionary Swadesh
huro throat,unknown,,Swadesh Concept: neck,,,,,Wiktionary Swadesh
musana,unknown,,Swadesh Concept: back,,,,,Wiktionary Swadesh
zamu breast,unknown,,Swadesh Concept: breast,,,,,Wiktionary Swadesh
chifuva chest,unknown,,Swadesh Concept: breast,,,,,Wiktionary Swadesh
chitaka,unknown,,Swadesh Concept: liver,,,,,Wiktionary Swadesh
-nwa,unknown,,Swadesh Concept: to drink,,,,,Wiktionary Swadesh
kudya,unknown,,Swadesh Concept: to eat,,,,,Wiktionary Swadesh
-dya,unknown,,Swadesh Concept: to eat,,,,,Wiktionary Swadesh
-ruma,unknown,,Swadesh Concept: to bite,,,,,Wiktionary Swadesh
-sveta,unknown,,Swadesh Concept: to suck,,,,,Wiktionary Swadesh
-pfira,unknown,,Swadesh Concept: to spit,,,,,Wiktionary Swadesh
-rutsa,unknown,,Swadesh Concept: to vomit,,,,,Wiktionary Swadesh
-furidza,unknown,,Swadesh Concept: to blow,,,,,Wiktionary Swadesh
-fema,unknown,,Swadesh Concept: to breathe,,,,,Wiktionary Swadesh
-seka,unknown,,Swadesh Concept: to laugh,,,,,Wiktionary Swadesh
-ona,unknown,,Swadesh Concept: to see,,,,,Wiktionary Swadesh
-nzwa,unknown,,Swadesh Concept: to hear,,,,,Wiktionary Swadesh
-ziva,unknown,,Swadesh Concept: to know,,,,,Wiktionary Swadesh
-funga,unknown,,Swadesh Concept: to think,,,,,Wiktionary Swadesh
-nhuwidza,unknown,,Swadesh Concept: to smell,,,,,Wiktionary Swadesh
-tya,unknown,,Swadesh Concept: to fear,,,,,Wiktionary Swadesh
-rara,unknown,,Swadesh Concept: to sleep,,,,,Wiktionary Swadesh
-rarama,unknown,,Swadesh Concept: to live,,,,,Wiktionary Swadesh
-fa,unknown,,Swadesh Concept: to die,,,,,Wiktionary Swadesh
-uraya,unknown,,Swadesh Concept: to kill,,,,,Wiktionary Swadesh
-rwa,unknown,,Swadesh Concept: to fight,,,,,Wiktionary Swadesh
-vhima,unknown,,Swadesh Concept: to hunt,,,,,Wiktionary Swadesh
-rova,unknown,,Swadesh Concept: to hit,,,,,Wiktionary Swadesh
-bhura,unknown,,Swadesh Concept: to hit,,,,,Wiktionary Swadesh
-cheka,unknown,,Swadesh Concept: to cut,,,,,Wiktionary Swadesh
-kuma,unknown,,Swadesh Concept: to cut,,,,,Wiktionary Swadesh
-dambura,unknown,,Swadesh Concept: to split,,,,,Wiktionary Swadesh
-baya,unknown,,Swadesh Concept: to stab,,,,,Wiktionary Swadesh
-junga,unknown,,Swadesh Concept: to stab,,,,,Wiktionary Swadesh
-kwenya,unknown,,Swadesh Concept: to scratch,,,,,Wiktionary Swadesh
-kwara,unknown,,Swadesh Concept: to scratch,,,,,Wiktionary Swadesh
-chera,unknown,,Swadesh Concept: to dig,,,,,Wiktionary Swadesh
-tukumbam,unknown,,Swadesh Concept: to dig,,,,,Wiktionary Swadesh
-shambira,unknown,,Swadesh Concept: to swim,,,,,Wiktionary Swadesh
-mbururuka,unknown,,Swadesh Concept: to fly,,,,,Wiktionary Swadesh
-famba,unknown,,Swadesh Concept: to walk,,,,,Wiktionary Swadesh
-uya,unknown,,Swadesh Concept: to come,,,,,Wiktionary Swadesh
-garira ambush,unknown,,Swadesh Concept: to lie (bed),,,,,Wiktionary Swadesh
-zorora rest,unknown,,Swadesh Concept: to lie (bed),,,,,Wiktionary Swadesh
-gara,unknown,,Swadesh Concept: to sit,,,,,Wiktionary Swadesh
-sumuka,unknown,,Swadesh Concept: to stand,,,,,Wiktionary Swadesh
-simuka,unknown,,Swadesh Concept: to stand,,,,,Wiktionary Swadesh
-mira,unknown,,Swadesh Concept: to stand,,,,,Wiktionary Swadesh
-pota,unknown,,Swadesh Concept: to turn,,,,,Wiktionary Swadesh
-wa,unknown,,Swadesh Concept: to fall,,,,,Wiktionary Swadesh
-donha,unknown,,Swadesh Concept: to fall,,,,,Wiktionary Swadesh
-pa,unknown,,Swadesh Concept: to give,,,,,Wiktionary Swadesh
-bata,unknown,,Swadesh Concept: to hold,,,,,Wiktionary Swadesh
-pfunda,unknown,,Swadesh Concept: to hold,,,,,Wiktionary Swadesh
-dvinya,unknown,,Swadesh Concept: to squeeze,,,,,Wiktionary Swadesh
-kwiza,unknown,,Swadesh Concept: to rub,,,,,Wiktionary Swadesh
-geza,unknown,,Swadesh Concept: to wash,,,,,Wiktionary Swadesh
-pukuta,unknown,,Swadesh Concept: to wipe,,,,,Wiktionary Swadesh
-zvuva,unknown,,Swadesh Concept: to pull,,,,,Wiktionary Swadesh
-dhonza,unknown,,Swadesh Concept: to pull,,,,,Wiktionary Swadesh
-sunda,unknown,,Swadesh Concept: to push,,,,,Wiktionary Swadesh
-sandidzira,unknown,,Swadesh Concept: to push,,,,,Wiktionary Swadesh
-kanda,unknown,,Swadesh Concept: to throw,,,,,Wiktionary Swadesh
-sunga,unknown,,Swadesh Concept: to tie,,,,,Wiktionary Swadesh
-sona,unknown,,Swadesh Concept: to sew,,,,,Wiktionary Swadesh
-verenga,unknown,,Swadesh Concept: to count,,,,,Wiktionary Swadesh
-rava,unknown,,Swadesh Concept: to count,,,,,Wiktionary Swadesh
-taura,unknown,,Swadesh Concept: to say,,,,,Wiktionary Swadesh
-ti,unknown,,Swadesh Concept: to say,,,,,Wiktionary Swadesh
-imba,unknown,,Swadesh Concept: to sing,,,,,Wiktionary Swadesh
-tamba,unknown,,Swadesh Concept: to play,,,,,Wiktionary Swadesh
-papama,unknown,,Swadesh Concept: to float,,,,,Wiktionary Swadesh
-erera,unknown,,Swadesh Concept: to flow,,,,,Wiktionary Swadesh
-gwamba,unknown,,Swadesh Concept: to freeze,,,,,Wiktionary Swadesh
-tonhodza,unknown,,Swadesh Concept: to freeze,,,,,Wiktionary Swadesh
-zvimba,unknown,,Swadesh Concept: to swell,,,,,Wiktionary Swadesh
zuva,unknown,,Swadesh Concept: sun; Swadesh Concept: day,,,,,Wiktionary Swadesh
jenaguru,unknown,,Swadesh Concept: moon,,,,,Wiktionary Swadesh
mwedzi month,unknown,,Swadesh Concept: moon,,,,,Wiktionary Swadesh
nyeredzi,unknown,,Swadesh Concept: star,,,,,Wiktionary Swadesh
mvura,unknown,,Swadesh Concept: water,,,,,Wiktionary Swadesh
kunaya,unknown,,Swadesh Concept: rain,,,,,Wiktionary Swadesh
rwizi,unknown,,Swadesh Concept: river,,,,,Wiktionary Swadesh
dziva,unknown,,Swadesh Concept: lake,,,,,Wiktionary Swadesh
gungwa,unknown,,Swadesh Concept: sea,,,,,Wiktionary Swadesh
nyanza ocean,unknown,,Swadesh Concept: sea,,,,,Wiktionary Swadesh
munyu,unknown,,Swadesh Concept: salt,,,,,Wiktionary Swadesh
ibwe,unknown,,Swadesh Concept: stone,,,,,Wiktionary Swadesh
jecha,unknown,,Swadesh Concept: sand,,,,,Wiktionary Swadesh
huruva,unknown,,Swadesh Concept: dust,,,,,Wiktionary Swadesh
ivhu,unknown,,Swadesh Concept: earth,,,,,Wiktionary Swadesh
pasi,unknown,,Swadesh Concept: earth,,,,,Wiktionary Swadesh
gore,unknown,,Swadesh Concept: cloud; Swadesh Concept: year,,,,,Wiktionary Swadesh
fuva  manyika,unknown,,Swadesh Concept: cloud,,,,,Wiktionary Swadesh
mhute,unknown,,Swadesh Concept: fog,,,,,Wiktionary Swadesh
denga,unknown,,Swadesh Concept: sky,,,,,Wiktionary Swadesh
mhepo,unknown,,Swadesh Concept: wind,,,,,Wiktionary Swadesh
sino  eng,unknown,,Swadesh Concept: snow,,,,,Wiktionary Swadesh
aisi  eng,unknown,,Swadesh Concept: ice,,,,,Wiktionary Swadesh
hutsi,unknown,,Swadesh Concept: smoke,,,,,Wiktionary Swadesh
moto,unknown,,Swadesh Concept: fire,,,,,Wiktionary Swadesh
dota,unknown,,Swadesh Concept: ash,,,,,Wiktionary Swadesh
-pisa,unknown,,Swadesh Concept: to burn,,,,,Wiktionary Swadesh
rhodhi,unknown,,Swadesh Concept: road,,,,,Wiktionary Swadesh
gomo,unknown,,Swadesh Concept: mountain,,,,,Wiktionary Swadesh
-tsvuku,unknown,,Swadesh Concept: red,,,,,Wiktionary Swadesh
-girini  eng,unknown,,Swadesh Concept: green,,,,,Wiktionary Swadesh
-yero,unknown,,Swadesh Concept: yellow,,,,,Wiktionary Swadesh
-chena,unknown,,Swadesh Concept: white,,,,,Wiktionary Swadesh
-dema,unknown,,Swadesh Concept: black,,,,,Wiktionary Swadesh
